発生日,発生時刻,ショット数,射出充填時間[s],指定位置通過時間[s],射出開始位置[mm],V-P切換位置[mm],射出最前進位置[mm],射出終了位置[mm],V-P切換圧[MPa],射出最前進圧[MPa],射出ピーク圧[MPa],指定位置通過圧[MPa],区間平均射出圧[MPa],射出開始圧[MPa],射出ストローク[mm],,所定圧通過位置[mm],,,,,,,,,,,,可塑化時間[s],計量開始位置[mm],計量回転数,計量平均トルク[%],計量減速開始位置[mm],回転停止位置[mm],プレパック距離[mm],プレパック角度[°],,,サイクル時間[s],,ノズル[C],前部[C],中部[C],後部１[C],後部２[C],落下口[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ロットナンバー,ケース出来高,良否コード
"2022/12/14","12:39:33",3683606,0.59,0.00,37.00,5.00,1.36,1.36,51.8,41.5,54.7,0.0,0.0,3.2,35.64,,27.21,,,,,,,,,,,,2.34,4.97,4.91,11.959,35.02,36.81,0.00,0.00,,,8.75,,230.0,230.4,228.6,217.7,212.6,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:39:42",3683607,0.59,0.00,37.00,5.00,1.36,1.36,51.8,41.5,54.6,0.0,0.0,3.1,35.64,,27.30,,,,,,,,,,,,2.35,4.91,4.94,11.950,35.01,36.80,0.00,0.00,,,8.76,,230.0,230.3,228.6,217.7,212.8,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:39:51",3683608,0.59,0.00,37.00,5.00,1.35,1.35,51.6,41.5,54.4,0.0,0.0,3.1,35.65,,27.22,,,,,,,,,,,,2.35,4.91,4.94,12.041,35.02,36.81,0.00,0.00,,,8.75,,229.9,230.3,228.8,217.9,213.1,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:40:00",3683609,0.59,0.00,37.00,5.00,1.38,1.38,51.8,41.6,54.7,0.0,0.0,3.1,35.62,,27.24,,,,,,,,,,,,2.36,4.90,4.96,12.075,35.01,36.81,0.00,0.00,,,8.75,,229.9,230.2,228.9,218.1,213.2,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:40:09",3683610,0.59,0.00,37.00,5.00,1.36,1.36,51.7,41.6,54.6,0.0,0.0,3.0,35.64,,27.36,,,,,,,,,,,,2.36,4.93,4.97,12.010,35.03,36.76,0.00,0.00,,,8.76,,230.0,230.1,229.0,218.2,213.4,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:40:17",3683611,0.59,0.00,37.00,5.00,1.36,1.36,51.7,41.6,54.7,0.0,0.0,3.1,35.64,,27.21,,,,,,,,,,,,2.37,4.91,4.99,12.068,35.01,36.81,0.00,0.00,,,8.76,,230.1,230.1,229.1,218.4,213.7,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:40:26",3683612,0.59,0.00,37.00,5.00,1.32,1.32,51.7,41.6,54.5,0.0,0.0,3.0,35.68,,26.98,,,,,,,,,,,,2.37,4.92,4.99,12.034,35.02,36.76,0.00,0.00,,,8.76,,230.2,230.1,229.2,218.5,213.7,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:40:35",3683613,0.59,0.00,37.00,5.00,1.35,1.35,51.5,41.5,54.3,0.0,0.0,3.1,35.65,,27.15,,,,,,,,,,,,2.38,4.87,5.01,12.133,35.02,36.80,0.00,0.00,,,8.76,,230.2,230.0,229.3,218.6,214.0,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:40:44",3683614,0.59,0.00,37.00,5.00,1.35,1.35,51.6,41.6,54.5,0.0,0.0,3.1,35.65,,27.24,,,,,,,,,,,,2.38,4.91,5.01,12.097,35.01,36.75,0.00,0.00,,,8.76,,229.8,229.9,229.3,218.8,214.2,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:40:52",3683615,0.59,0.00,37.00,5.00,1.39,1.39,51.8,41.6,54.6,0.0,0.0,3.1,35.61,,27.47,,,,,,,,,,,,2.37,4.90,5.00,12.099,35.01,36.79,0.00,0.00,,,8.75,,229.8,229.9,229.4,218.9,214.3,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:41:01",3683616,0.59,0.00,37.00,5.00,1.35,1.35,51.7,41.5,54.5,0.0,0.0,3.0,35.65,,27.22,,,,,,,,,,,,2.39,4.95,5.05,12.039,35.01,36.75,0.00,0.00,,,8.76,,230.0,229.9,229.4,219.1,214.5,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:41:10",3683617,0.59,0.00,37.00,5.00,1.35,1.35,51.7,41.6,54.6,0.0,0.0,3.0,35.65,,27.24,,,,,,,,,,,,2.41,4.90,5.08,12.073,35.01,36.78,0.00,0.00,,,8.76,,230.0,229.9,229.6,219.2,214.6,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:41:19",3683618,0.59,0.00,37.00,5.00,1.34,1.34,51.6,41.6,54.5,0.0,0.0,3.1,35.66,,27.35,,,,,,,,,,,,2.40,4.91,5.08,12.171,35.02,36.76,0.00,0.00,,,8.76,,230.0,229.9,229.6,219.4,214.8,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:41:27",3683619,0.59,0.00,37.00,5.00,1.40,1.40,51.8,41.6,54.8,0.0,0.0,3.1,35.60,,27.46,,,,,,,,,,,,2.41,4.89,5.09,12.199,35.01,36.76,0.00,0.00,,,8.75,,230.0,229.9,229.7,219.4,214.8,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:41:36",3683620,0.59,0.00,37.00,5.00,1.34,1.34,51.6,41.6,54.5,0.0,0.0,3.0,35.66,,27.19,,,,,,,,,,,,2.42,4.95,5.10,12.249,35.02,36.73,0.00,0.00,,,8.75,,230.1,229.9,229.8,219.5,215.0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:41:45",3683621,0.59,0.00,37.00,5.00,1.39,1.39,51.8,41.6,54.8,0.0,0.0,3.1,35.61,,27.42,,,,,,,,,,,,2.42,4.89,5.11,12.213,35.02,36.78,0.00,0.00,,,8.75,,230.0,229.8,229.8,219.6,215.1,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:41:54",3683622,0.59,0.00,37.00,5.00,1.34,1.34,51.6,41.6,54.5,0.0,0.0,3.1,35.66,,27.00,,,,,,,,,,,,2.41,4.94,5.09,12.187,35.01,36.72,0.00,0.00,,,8.75,,230.1,229.8,229.9,219.8,215.2,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:42:02",3683623,0.59,0.00,37.00,5.00,1.37,1.37,51.6,41.6,54.4,0.0,0.0,3.1,35.63,,27.25,,,,,,,,,,,,2.41,4.90,5.10,12.188,35.02,36.76,0.00,0.00,,,8.75,,230.2,229.9,229.9,219.9,215.3,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:42:59",3683624,0.59,0.00,37.12,5.00,0.50,0.50,49.6,42.0,52.9,0.0,0.0,0.2,36.61,,22.31,,,,,,,,,,,,,,,,,,,,,,,,230.0,229.6,230.9,220.8,216.0,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:43:08",3683625,0.59,0.00,37.00,5.00,1.26,1.26,49.8,41.6,52.6,0.0,0.0,2.7,35.74,,23.59,,,,,,,,,,,,2.61,4.22,5.61,10.791,35.02,36.72,0.00,0.00,,,9.09,,230.2,229.6,231.2,220.9,216.3,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:43:17",3683626,0.59,0.00,37.00,5.00,1.14,1.14,49.1,41.6,52.0,0.0,0.0,2.6,35.86,,22.63,,,,,,,,,,,,2.45,4.88,5.20,11.125,35.02,36.72,0.00,0.00,,,8.76,,230.2,229.6,231.1,221.2,216.3,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:43:26",3683627,0.59,0.00,37.00,5.00,1.12,1.12,49.1,41.6,51.8,0.0,0.0,2.7,35.88,,22.42,,,,,,,,,,,,2.48,4.85,5.26,11.297,35.02,36.72,0.00,0.00,,,8.77,,229.9,229.7,231.2,221.3,216.4,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:43:35",3683628,0.59,0.00,37.00,5.00,1.16,1.16,49.3,41.6,52.1,0.0,0.0,2.7,35.84,,22.86,,,,,,,,,,,,2.49,4.74,5.29,11.492,35.01,36.69,0.00,0.00,,,8.80,,229.9,229.5,231.1,221.2,216.3,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:43:44",3683629,0.59,0.00,37.00,5.00,1.23,1.23,49.7,41.6,52.4,0.0,0.0,2.9,35.77,,23.33,,,,,,,,,,,,2.50,4.75,5.30,11.605,35.01,36.74,0.00,0.00,,,8.79,,229.8,229.7,231.1,221.3,216.3,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:43:52",3683630,0.59,0.00,37.00,5.00,1.25,1.25,49.8,41.6,52.5,0.0,0.0,2.8,35.75,,23.57,,,,,,,,,,,,2.50,4.83,5.31,11.702,35.02,36.71,0.00,0.00,,,8.80,,229.9,229.7,231.1,221.4,216.3,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:44:01",3683631,0.59,0.00,37.00,5.00,1.28,1.28,50.1,41.6,52.8,0.0,0.0,2.9,35.72,,24.18,,,,,,,,,,,,2.47,4.84,5.25,11.795,35.01,36.73,0.00,0.00,,,8.77,,229.8,229.8,230.9,221.4,216.2,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:44:10",3683632,0.59,0.00,37.00,5.00,1.32,1.32,50.2,41.6,53.0,0.0,0.0,3.0,35.68,,24.66,,,,,,,,,,,,2.45,4.87,5.20,11.905,35.01,36.77,0.00,0.00,,,8.75,,229.9,229.8,230.9,221.2,216.1,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:44:19",3683633,0.59,0.00,37.00,5.00,1.30,1.30,50.1,41.6,52.9,0.0,0.0,3.1,35.70,,24.54,,,,,,,,,,,,2.44,5.01,5.15,11.962,35.01,36.77,0.00,0.00,,,8.75,,230.1,229.8,230.8,221.1,215.9,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:44:27",3683634,0.59,0.00,37.00,5.00,1.33,1.33,50.3,41.6,53.1,0.0,0.0,3.1,35.67,,24.56,,,,,,,,,,,,2.44,4.89,5.16,12.098,35.02,36.76,0.00,0.00,,,8.75,,230.3,229.9,230.7,221.0,215.9,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:44:36",3683635,0.59,0.00,37.00,5.00,1.30,1.30,50.2,41.6,53.0,0.0,0.0,3.1,35.70,,24.57,,,,,,,,,,,,2.43,4.92,5.15,12.066,35.01,36.72,0.00,0.00,,,8.75,,230.2,229.9,230.6,220.9,215.7,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:44:45",3683636,0.59,0.00,37.00,5.00,1.40,1.40,50.6,41.6,53.4,0.0,0.0,3.1,35.60,,25.39,,,,,,,,,,,,2.43,4.88,5.14,12.153,35.03,36.76,0.00,0.00,,,8.75,,230.2,230.1,230.4,220.8,215.6,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:44:54",3683637,0.59,0.00,37.00,5.00,1.40,1.40,51.1,41.6,54.0,0.0,0.0,3.0,35.60,,25.84,,,,,,,,,,,,2.43,4.97,5.14,12.158,35.02,36.68,0.00,0.00,,,8.75,,230.1,230.1,230.3,220.6,215.4,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:45:02",3683638,0.59,0.00,37.00,5.00,1.48,1.48,51.4,41.6,54.2,0.0,0.0,3.1,35.52,,26.88,,,,,,,,,,,,2.43,4.97,5.13,12.173,35.01,36.75,0.00,0.00,,,8.75,,230.1,230.1,230.3,220.4,215.3,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:45:11",3683639,0.59,0.00,37.00,5.00,1.49,1.49,51.6,41.6,54.5,0.0,0.0,3.2,35.51,,27.44,,,,,,,,,,,,2.42,5.03,5.11,12.161,35.02,36.74,0.00,0.00,,,8.75,,229.7,230.1,230.1,220.4,215.2,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:45:20",3683640,0.59,0.00,37.00,5.00,1.48,1.48,51.6,41.6,54.4,0.0,0.0,3.2,35.52,,27.44,,,,,,,,,,,,2.42,5.06,5.13,12.170,35.02,36.71,0.00,0.00,,,8.75,,229.9,230.1,230.1,220.2,215.1,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:45:29",3683641,0.59,0.00,37.00,5.00,1.50,1.50,51.5,41.6,54.4,0.0,0.0,3.2,35.50,,27.26,,,,,,,,,,,,2.41,5.04,5.10,12.224,35.01,36.79,0.00,0.00,,,8.75,,229.8,230.1,229.8,220.1,214.8,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:45:37",3683642,0.59,0.00,37.00,5.00,1.50,1.50,51.7,41.6,54.6,0.0,0.0,3.2,35.50,,27.47,,,,,,,,,,,,2.42,5.06,5.10,12.152,35.01,36.72,0.00,0.00,,,8.75,,229.8,230.1,229.8,220.1,214.7,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:45:46",3683643,0.59,0.00,37.00,5.00,1.50,1.50,51.5,41.6,54.2,0.0,0.0,3.2,35.50,,27.33,,,,,,,,,,,,2.42,5.06,5.12,12.231,35.02,36.75,0.00,0.00,,,8.75,,229.9,230.0,229.8,219.9,214.7,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:45:55",3683644,0.59,0.00,37.00,5.00,1.51,1.51,51.8,41.6,54.7,0.0,0.0,3.2,35.49,,27.48,,,,,,,,,,,,2.42,5.06,5.11,12.241,35.01,36.74,0.00,0.00,,,8.75,,229.9,230.0,229.7,219.8,214.6,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:46:04",3683645,0.59,0.00,37.00,5.00,1.52,1.52,51.8,41.6,54.6,0.0,0.0,3.1,35.48,,27.82,,,,,,,,,,,,2.41,5.07,5.10,12.249,35.02,36.75,0.00,0.00,,,8.75,,230.1,229.9,229.6,219.7,214.4,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:46:12",3683646,0.59,0.00,37.00,5.00,1.49,1.49,51.7,41.6,54.5,0.0,0.0,3.1,35.51,,27.46,,,,,,,,,,,,2.42,5.08,5.10,12.186,35.01,36.70,0.00,0.00,,,8.75,,230.4,230.0,229.7,219.6,214.4,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:46:21",3683647,0.59,0.00,37.00,5.00,1.55,1.55,51.9,41.6,54.7,0.0,0.0,3.2,35.45,,28.20,,,,,,,,,,,,2.42,5.05,5.12,12.185,35.01,36.75,0.00,0.00,,,8.75,,230.4,229.9,229.7,219.7,214.4,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:46:30",3683648,0.59,0.00,37.00,5.00,1.51,1.51,51.8,41.6,54.6,0.0,0.0,3.2,35.49,,27.72,,,,,,,,,,,,2.42,5.11,5.11,12.204,35.02,36.74,0.00,0.00,,,8.75,,230.3,229.9,229.6,219.6,214.3,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:46:39",3683649,0.59,0.00,37.00,5.00,1.55,1.55,51.9,41.6,54.8,0.0,0.0,3.3,35.45,,28.46,,,,,,,,,,,,2.42,5.07,5.10,12.274,35.02,36.76,0.00,0.00,,,8.75,,230.3,229.9,229.6,219.6,214.3,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:46:47",3683650,0.59,0.00,37.00,5.00,1.51,1.51,51.7,41.6,54.6,0.0,0.0,3.2,35.49,,27.67,,,,,,,,,,,,2.41,5.11,5.10,12.196,35.01,36.75,0.00,0.00,,,8.75,,230.2,229.9,229.6,219.6,214.3,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:46:56",3683651,0.59,0.00,37.00,5.00,1.55,1.55,51.9,41.6,54.8,0.0,0.0,3.3,35.45,,28.32,,,,,,,,,,,,2.43,5.07,5.13,12.273,35.02,36.72,0.00,0.00,,,8.75,,230.1,229.9,229.5,219.6,214.3,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:47:05",3683652,0.59,0.00,37.00,5.00,1.49,1.49,51.7,41.6,54.7,0.0,0.0,3.2,35.51,,27.54,,,,,,,,,,,,2.42,5.11,5.11,12.263,35.02,36.75,0.00,0.00,,,8.75,,229.9,229.9,229.5,219.6,214.3,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:47:14",3683653,0.59,0.00,37.00,5.00,1.55,1.55,52.0,41.6,54.9,0.0,0.0,3.2,35.45,,28.32,,,,,,,,,,,,2.42,5.05,5.11,12.235,35.01,36.75,0.00,0.00,,,8.75,,229.8,230.0,229.6,219.5,214.3,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:47:22",3683654,0.59,0.00,37.00,5.00,1.50,1.50,51.7,41.6,54.5,0.0,0.0,3.1,35.50,,27.64,,,,,,,,,,,,2.44,5.11,5.16,12.188,35.02,36.68,0.00,0.00,,,8.75,,229.8,229.9,229.5,219.5,214.3,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:47:31",3683655,0.59,0.00,37.00,5.00,1.55,1.55,52.0,41.6,55.0,0.0,0.0,3.1,35.45,,28.22,,,,,,,,,,,,2.43,5.06,5.14,12.235,35.01,36.74,0.00,0.00,,,8.75,,229.9,229.9,229.6,219.6,214.4,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:47:40",3683656,0.59,0.00,37.00,5.00,1.56,1.56,52.2,41.6,55.1,0.0,0.0,3.2,35.44,,28.50,,,,,,,,,,,,2.43,5.10,5.14,12.180,35.01,36.75,0.00,0.00,,,8.75,,230.2,229.9,229.6,219.4,214.4,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:47:49",3683657,0.59,0.00,37.00,5.00,1.54,1.54,51.8,41.7,54.7,0.0,0.0,3.2,35.46,,28.18,,,,,,,,,,,,2.43,5.12,5.13,12.187,35.02,36.71,0.00,0.00,,,8.75,,230.1,229.9,229.5,219.4,214.4,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:47:57",3683658,0.59,0.00,37.00,5.00,1.57,1.57,52.0,41.6,54.9,0.0,0.0,3.3,35.43,,28.22,,,,,,,,,,,,2.42,5.10,5.13,12.199,35.01,36.77,0.00,0.00,,,8.75,,230.1,229.9,229.6,219.5,214.4,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:48:06",3683659,0.59,0.00,37.00,5.00,1.55,1.55,52.2,41.6,55.1,0.0,0.0,3.2,35.45,,28.29,,,,,,,,,,,,2.42,5.12,5.12,12.158,35.02,36.69,0.00,0.00,,,8.75,,230.1,229.9,229.6,219.5,214.4,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:48:15",3683660,0.59,0.00,37.00,5.00,1.56,1.56,52.0,41.6,54.8,0.0,0.0,3.2,35.44,,28.42,,,,,,,,,,,,2.44,5.12,5.17,12.202,35.02,36.73,0.00,0.00,,,8.75,,230.2,229.9,229.6,219.6,214.5,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:48:24",3683661,0.59,0.00,37.00,5.00,1.53,1.53,52.1,41.6,55.0,0.0,0.0,3.1,35.47,,27.91,,,,,,,,,,,,2.43,5.11,5.15,12.193,35.02,36.69,0.00,0.00,,,8.75,,229.9,229.9,229.7,219.6,214.6,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:48:32",3683662,0.59,0.00,37.00,5.00,1.59,1.59,52.3,41.6,55.2,0.0,0.0,3.1,35.41,,28.81,,,,,,,,,,,,2.44,5.09,5.17,12.202,35.03,36.74,0.00,0.00,,,8.75,,230.2,229.9,229.6,219.4,214.6,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:48:41",3683663,0.59,0.00,37.00,5.00,1.52,1.52,52.0,41.6,54.9,0.0,0.0,3.2,35.48,,27.86,,,,,,,,,,,,2.43,5.15,5.14,12.137,35.02,36.68,0.00,0.00,,,8.75,,229.9,229.9,229.7,219.5,214.7,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:48:50",3683664,0.59,0.00,37.00,5.00,1.58,1.58,52.1,41.6,55.0,0.0,0.0,3.3,35.42,,28.58,,,,,,,,,,,,2.44,5.07,5.16,12.121,35.01,36.74,0.00,0.00,,,8.75,,229.8,229.9,229.7,219.5,214.7,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:48:59",3683665,0.59,0.00,37.00,5.00,1.54,1.54,52.0,41.6,54.9,0.0,0.0,3.2,35.46,,28.23,,,,,,,,,,,,2.44,5.14,5.17,12.161,35.02,36.70,0.00,0.00,,,8.75,,229.8,229.9,229.7,219.6,214.7,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/14","12:49:07",3683666,0.59,0.00,37.00,5.00,1.57,1.57,52.1,41.6,55.0,0.0,0.0,3.3,35.43,,28.20,,,,,,,,,,,,2.45,5.10,5.19,12.229,35.00,36.74,0.00,0.00,,,8.75,,229.8,229.9,229.7,219.5,214.8,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
