発生日,発生時刻,ショット数,射出充填時間[s],指定位置通過時間[s],射出開始位置[mm],V-P切換位置[mm],射出最前進位置[mm],射出終了位置[mm],V-P切換圧[MPa],射出最前進圧[MPa],射出ピーク圧[MPa],指定位置通過圧[MPa],区間平均射出圧[MPa],射出開始圧[MPa],射出ストローク[mm],,所定圧通過位置[mm],,,,,,,,,,,,可塑化時間[s],計量開始位置[mm],計量回転数,計量平均トルク[%],計量減速開始位置[mm],回転停止位置[mm],プレパック距離[mm],プレパック角度[°],,,サイクル時間[s],,ノズル[C],前部[C],中部[C],後部１[C],後部２[C],落下口[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ロットナンバー,ケース出来高,良否コード
"2022/12/12","13:14:04",3676298,0.59,0.00,37.00,5.00,1.56,1.56,52.6,41.6,55.4,0.0,0.0,3.5,35.44,,29.05,,,,,,,,,,,,2.43,5.13,5.14,11.708,35.01,36.71,0.00,0.00,,,8.73,,230.2,230.0,229.9,220.0,215.0,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:14:13",3676299,0.59,0.00,37.00,5.00,1.58,1.58,52.7,41.6,55.5,0.0,0.0,3.4,35.42,,29.07,,,,,,,,,,,,2.43,5.10,5.14,11.681,35.01,36.76,0.00,0.00,,,8.73,,230.1,229.9,229.9,220.0,215.1,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:14:21",3676300,0.59,0.00,37.00,5.00,1.56,1.56,52.6,41.6,55.5,0.0,0.0,3.5,35.44,,29.05,,,,,,,,,,,,2.44,5.13,5.17,11.665,35.01,36.69,0.00,0.00,,,8.73,,229.9,229.9,229.9,220.0,214.9,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:14:30",3676301,0.59,0.00,37.00,5.00,1.59,1.59,52.7,41.6,55.6,0.0,0.0,3.4,35.41,,29.19,,,,,,,,,,,,2.44,5.11,5.16,11.739,35.01,36.74,0.00,0.00,,,8.73,,229.9,230.0,229.9,220.0,214.9,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:14:39",3676302,0.59,0.00,37.00,5.00,1.54,1.54,52.5,41.6,55.5,0.0,0.0,3.4,35.46,,29.01,,,,,,,,,,,,2.42,5.14,5.11,11.628,35.01,36.70,0.00,0.00,,,8.73,,229.7,230.0,229.9,219.9,214.9,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:14:48",3676303,0.59,0.00,37.00,5.00,1.58,1.58,52.8,41.6,55.6,0.0,0.0,3.4,35.42,,29.16,,,,,,,,,,,,2.43,5.08,5.15,11.694,35.01,36.74,0.00,0.00,,,8.73,,229.9,230.0,229.9,220.0,215.0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:14:56",3676304,0.59,0.00,37.00,5.00,1.55,1.55,52.7,41.6,55.5,0.0,0.0,3.4,35.45,,28.90,,,,,,,,,,,,2.44,5.13,5.16,11.761,35.02,36.71,0.00,0.00,,,8.73,,229.9,229.9,229.9,219.9,215.0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:15:05",3676305,0.59,0.00,37.00,5.00,1.62,1.62,52.9,41.6,55.7,0.0,0.0,3.5,35.38,,29.41,,,,,,,,,,,,2.43,5.09,5.13,11.700,35.01,36.76,0.00,0.00,,,8.74,,229.9,229.9,229.9,220.1,215.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:15:14",3676306,0.59,0.00,37.00,5.00,1.54,1.54,52.5,41.6,55.4,0.0,0.0,3.4,35.46,,28.80,,,,,,,,,,,,2.42,5.17,5.12,11.665,35.01,36.71,0.00,0.00,,,8.73,,230.0,229.9,230.0,219.9,214.9,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:15:22",3676307,0.59,0.00,37.00,5.00,1.60,1.60,52.8,41.6,55.6,0.0,0.0,3.4,35.40,,29.19,,,,,,,,,,,,2.42,5.09,5.13,11.707,35.02,36.74,0.00,0.00,,,8.73,,230.0,230.0,230.0,220.0,214.9,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:15:31",3676308,0.59,0.00,37.00,5.00,1.56,1.56,52.6,41.6,55.5,0.0,0.0,3.5,35.44,,29.08,,,,,,,,,,,,2.44,5.24,5.17,11.742,35.02,36.72,0.00,0.00,,,8.73,,230.3,229.9,230.0,220.1,214.9,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:15:40",3676309,0.59,0.00,37.00,5.00,1.60,1.60,52.8,41.6,55.7,0.0,0.0,3.5,35.40,,29.26,,,,,,,,,,,,2.43,5.12,5.13,11.685,35.01,36.76,0.00,0.00,,,8.73,,230.3,230.0,230.0,220.1,214.9,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:15:49",3676310,0.59,0.00,37.00,5.00,1.53,1.53,52.5,41.6,55.4,0.0,0.0,3.4,35.47,,28.99,,,,,,,,,,,,2.42,5.15,5.11,11.697,35.02,36.71,0.00,0.00,,,8.73,,230.1,230.0,230.1,220.0,214.9,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:15:57",3676311,0.59,0.00,37.00,5.00,1.61,1.61,53.0,41.6,55.8,0.0,0.0,3.4,35.39,,29.21,,,,,,,,,,,,2.42,5.08,5.12,11.630,35.02,36.74,0.00,0.00,,,8.73,,230.2,230.0,230.1,220.0,214.9,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:16:06",3676312,0.59,0.00,37.00,5.00,1.56,1.56,52.7,41.6,55.6,0.0,0.0,3.4,35.44,,29.05,,,,,,,,,,,,2.44,5.15,5.16,11.657,35.02,36.69,0.00,0.00,,,8.73,,230.0,229.9,230.1,220.1,214.9,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:16:15",3676313,0.59,0.00,37.00,5.00,1.59,1.59,52.7,41.6,55.6,0.0,0.0,3.5,35.41,,29.17,,,,,,,,,,,,2.43,5.10,5.15,11.690,35.02,36.75,0.00,0.00,,,8.73,,229.7,230.0,230.1,220.0,214.9,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:16:24",3676314,0.59,0.00,37.00,5.00,1.57,1.57,52.4,41.6,55.4,0.0,0.0,3.5,35.43,,29.07,,,,,,,,,,,,2.43,5.15,5.14,11.624,35.02,36.72,0.00,0.00,,,8.73,,230.1,230.0,230.1,220.1,214.9,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:16:32",3676315,0.59,0.00,37.00,5.00,1.59,1.59,52.7,41.6,55.6,0.0,0.0,3.5,35.41,,29.08,,,,,,,,,,,,2.43,5.12,5.14,11.701,35.02,36.76,0.00,0.00,,,8.73,,230.0,230.0,230.1,220.1,214.9,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:16:41",3676316,0.59,0.00,37.00,5.00,1.60,1.60,52.9,41.6,55.7,0.0,0.0,3.5,35.40,,29.04,,,,,,,,,,,,2.44,5.14,5.16,11.665,35.01,36.70,0.00,0.00,,,8.73,,230.2,229.9,230.1,220.1,214.9,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:16:50",3676317,0.59,0.00,37.00,5.00,1.56,1.56,52.7,41.6,55.6,0.0,0.0,3.3,35.44,,29.10,,,,,,,,,,,,2.43,5.15,5.15,11.681,35.01,36.73,0.00,0.00,,,8.73,,230.2,230.0,230.0,220.0,214.9,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:16:59",3676318,0.59,0.00,37.00,5.00,1.55,1.55,52.5,41.6,55.4,0.0,0.0,3.3,35.45,,28.99,,,,,,,,,,,,2.44,5.11,5.17,11.658,35.01,36.69,0.00,0.00,,,8.73,,230.1,230.0,230.1,220.0,215.0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:17:07",3676319,0.59,0.00,37.00,5.00,1.59,1.59,52.8,41.6,55.7,0.0,0.0,3.5,35.41,,29.17,,,,,,,,,,,,2.43,5.09,5.14,11.651,35.02,36.73,0.00,0.00,,,8.73,,230.0,230.0,230.1,220.1,215.1,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:17:16",3676320,0.59,0.00,37.00,5.00,1.57,1.57,52.7,41.6,55.6,0.0,0.0,3.4,35.43,,29.06,,,,,,,,,,,,2.43,5.13,5.15,11.636,35.01,36.73,0.00,0.00,,,8.73,,229.9,230.0,230.1,220.1,215.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:17:25",3676321,0.59,0.00,37.00,5.00,1.59,1.59,52.8,41.6,55.7,0.0,0.0,3.4,35.41,,29.19,,,,,,,,,,,,2.44,5.12,5.16,11.655,35.02,36.70,0.00,0.00,,,8.74,,230.0,230.0,230.0,220.1,215.0,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:17:33",3676322,0.59,0.00,37.00,5.00,1.55,1.55,52.5,41.6,55.4,0.0,0.0,3.4,35.45,,29.02,,,,,,,,,,,,2.42,5.14,5.13,11.652,35.02,36.75,0.00,0.00,,,8.73,,230.1,230.1,230.1,220.1,214.9,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:17:42",3676323,0.59,0.00,37.00,5.00,1.57,1.57,52.7,41.6,55.6,0.0,0.0,3.5,35.43,,28.96,,,,,,,,,,,,2.44,5.10,5.17,11.647,35.02,36.73,0.00,0.00,,,8.73,,230.2,230.0,230.1,220.2,215.0,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:17:51",3676324,0.59,0.00,37.00,5.00,1.57,1.57,52.6,41.6,55.4,0.0,0.0,3.3,35.43,,29.23,,,,,,,,,,,,2.43,5.13,5.13,11.694,35.01,36.71,0.00,0.00,,,8.74,,229.9,230.1,230.1,220.1,215.0,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:18:00",3676325,0.59,0.00,37.00,5.00,1.58,1.58,52.7,41.6,55.6,0.0,0.0,3.4,35.42,,29.22,,,,,,,,,,,,2.44,5.12,5.15,11.720,35.02,36.77,0.00,0.00,,,8.73,,230.0,230.0,230.1,220.1,215.1,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:18:08",3676326,0.59,0.00,37.00,5.00,1.60,1.60,52.9,41.6,55.7,0.0,0.0,3.5,35.40,,29.23,,,,,,,,,,,,2.43,5.12,5.14,11.689,35.02,36.73,0.00,0.00,,,8.73,,230.1,230.1,230.1,220.1,214.9,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:18:17",3676327,0.59,0.00,37.00,5.00,1.57,1.57,52.5,41.6,55.4,0.0,0.0,3.5,35.43,,29.10,,,,,,,,,,,,2.42,5.14,5.11,11.692,35.02,36.77,0.00,0.00,,,8.73,,230.1,230.0,229.9,220.1,214.9,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:18:26",3676328,0.59,0.00,37.00,5.00,1.59,1.59,52.7,41.6,55.7,0.0,0.0,3.5,35.41,,29.20,,,,,,,,,,,,2.43,5.22,5.14,11.712,35.01,36.73,0.00,0.00,,,8.74,,229.9,230.1,230.0,220.1,214.9,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:18:35",3676329,0.59,0.00,37.00,5.00,1.59,1.59,52.7,41.6,55.6,0.0,0.0,3.4,35.41,,29.16,,,,,,,,,,,,2.41,5.15,5.10,11.675,35.02,36.76,0.00,0.00,,,8.73,,229.9,230.0,229.9,220.1,214.9,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:18:43",3676330,0.59,0.00,37.00,5.00,1.59,1.59,52.6,41.6,55.5,0.0,0.0,3.5,35.41,,29.18,,,,,,,,,,,,2.44,5.14,5.16,11.678,35.02,36.71,0.00,0.00,,,8.73,,229.9,230.1,230.0,220.2,215.0,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:18:52",3676331,0.59,0.00,37.00,5.00,1.58,1.58,52.7,41.6,55.7,0.0,0.0,3.4,35.42,,29.13,,,,,,,,,,,,2.42,5.14,5.12,11.662,35.01,36.73,0.00,0.00,,,8.73,,229.9,230.1,229.9,220.0,214.9,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:19:01",3676332,0.59,0.00,37.00,5.00,1.58,1.58,52.9,41.6,55.8,0.0,0.0,3.4,35.42,,29.11,,,,,,,,,,,,2.42,5.13,5.11,11.645,35.01,36.74,0.00,0.00,,,8.73,,230.1,229.9,229.9,220.0,214.9,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:19:10",3676333,0.59,0.00,37.00,5.00,1.58,1.58,52.8,41.6,55.6,0.0,0.0,3.4,35.42,,29.13,,,,,,,,,,,,2.44,5.13,5.17,11.667,35.02,36.70,0.00,0.00,,,8.73,,230.2,230.0,230.1,219.9,214.9,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:19:18",3676334,0.59,0.00,37.00,5.00,1.56,1.56,52.6,41.6,55.5,0.0,0.0,3.4,35.44,,29.06,,,,,,,,,,,,2.42,5.12,5.12,11.669,35.02,36.73,0.00,0.00,,,8.73,,230.3,230.1,230.0,219.9,214.9,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:19:27",3676335,0.59,0.00,37.00,5.00,1.58,1.58,52.7,41.6,55.7,0.0,0.0,3.4,35.42,,28.91,,,,,,,,,,,,2.43,5.11,5.14,11.694,35.01,36.76,0.00,0.00,,,8.73,,229.9,230.1,229.9,219.9,214.9,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:19:36",3676336,0.59,0.00,37.00,5.00,1.58,1.58,52.6,41.6,55.4,0.0,0.0,3.5,35.42,,29.13,,,,,,,,,,,,2.44,5.14,5.16,11.703,35.01,36.71,0.00,0.00,,,8.74,,229.8,230.1,230.0,220.0,214.9,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:19:45",3676337,0.59,0.00,37.00,5.00,1.60,1.60,52.6,41.6,55.5,0.0,0.0,3.5,35.40,,29.19,,,,,,,,,,,,2.42,5.13,5.11,11.700,35.01,36.77,0.00,0.00,,,8.73,,229.8,230.1,229.9,219.9,214.9,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:19:53",3676338,0.59,0.00,37.00,5.00,1.56,1.56,52.7,41.6,55.7,0.0,0.0,3.5,35.44,,29.01,,,,,,,,,,,,2.41,5.15,5.09,11.636,35.02,36.70,0.00,0.00,,,8.74,,230.1,230.0,229.9,219.8,214.9,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:20:02",3676339,0.59,0.00,37.00,5.00,1.55,1.55,52.6,41.6,55.5,0.0,0.0,3.5,35.45,,28.96,,,,,,,,,,,,2.42,5.11,5.13,11.660,35.02,36.75,0.00,0.00,,,8.73,,229.9,230.0,229.9,219.8,215.0,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:20:11",3676340,0.59,0.00,37.00,5.00,1.57,1.57,52.8,41.6,55.6,0.0,0.0,3.3,35.43,,29.15,,,,,,,,,,,,2.42,5.10,5.11,11.654,35.01,36.71,0.00,0.00,,,8.74,,230.2,230.0,230.0,219.8,215.0,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:20:19",3676341,0.59,0.00,37.00,5.00,1.61,1.61,52.8,41.6,55.7,0.0,0.0,3.4,35.39,,29.34,,,,,,,,,,,,2.42,5.12,5.11,11.665,35.01,36.75,0.00,0.00,,,8.73,,230.3,230.0,229.9,219.8,215.0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:20:28",3676342,0.59,0.00,37.00,5.00,1.58,1.58,52.7,41.6,55.5,0.0,0.0,3.5,35.42,,29.09,,,,,,,,,,,,2.42,5.15,5.11,11.663,35.00,36.70,0.00,0.00,,,8.73,,230.2,230.1,230.1,219.9,215.0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:20:37",3676343,0.59,0.00,37.00,5.00,1.58,1.58,52.7,41.6,55.5,0.0,0.0,3.5,35.42,,29.13,,,,,,,,,,,,2.43,5.12,5.14,11.684,35.02,36.76,0.00,0.00,,,8.73,,230.2,230.0,230.0,219.9,215.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:20:46",3676344,0.59,0.00,37.00,5.00,1.56,1.56,52.6,41.6,55.5,0.0,0.0,3.5,35.44,,28.99,,,,,,,,,,,,2.42,5.13,5.11,11.637,35.01,36.72,0.00,0.00,,,8.73,,230.1,230.0,229.9,219.8,214.9,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:20:54",3676345,0.59,0.00,37.00,5.00,1.59,1.59,52.8,41.6,55.6,0.0,0.0,3.5,35.41,,29.13,,,,,,,,,,,,2.43,5.12,5.15,11.678,35.02,36.75,0.00,0.00,,,8.74,,230.2,230.1,230.0,219.9,215.1,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:21:03",3676346,0.59,0.00,37.00,5.00,1.55,1.55,52.8,41.6,55.7,0.0,0.0,3.5,35.45,,28.91,,,,,,,,,,,,2.43,5.14,5.14,11.636,35.01,36.70,0.00,0.00,,,8.73,,230.2,230.0,229.9,219.9,214.9,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:21:12",3676347,0.59,0.00,37.00,5.00,1.61,1.61,52.9,41.6,55.7,0.0,0.0,3.4,35.39,,29.30,,,,,,,,,,,,2.43,5.11,5.14,11.694,35.01,36.74,0.00,0.00,,,8.73,,229.8,230.0,229.9,219.9,215.0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:21:21",3676348,0.59,0.00,37.00,5.00,1.55,1.55,52.6,41.6,55.5,0.0,0.0,3.4,35.45,,29.14,,,,,,,,,,,,2.42,5.16,5.13,11.656,35.01,36.70,0.00,0.00,,,8.73,,229.7,230.0,230.0,219.9,215.1,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:21:29",3676349,0.59,0.00,37.00,5.00,1.59,1.59,52.7,41.6,55.6,0.0,0.0,3.4,35.41,,29.14,,,,,,,,,,,,2.42,5.10,5.11,11.618,35.02,36.75,0.00,0.00,,,8.74,,230.0,229.9,230.0,219.9,215.0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:21:38",3676350,0.59,0.00,37.00,5.00,1.58,1.58,52.7,41.6,55.5,0.0,0.0,3.5,35.42,,28.99,,,,,,,,,,,,2.43,5.13,5.15,11.631,35.02,36.71,0.00,0.00,,,8.73,,229.9,230.0,230.0,220.1,215.1,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:21:47",3676351,0.59,0.00,37.00,5.00,1.61,1.61,52.8,41.6,55.6,0.0,0.0,3.5,35.39,,29.15,,,,,,,,,,,,2.42,5.13,5.12,11.689,35.01,36.74,0.00,0.00,,,8.73,,230.0,229.9,230.0,220.0,215.0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:21:56",3676352,0.59,0.00,37.00,5.00,1.56,1.56,52.5,41.6,55.5,0.0,0.0,3.5,35.44,,29.08,,,,,,,,,,,,2.43,5.26,5.15,11.672,35.03,36.74,0.00,0.00,,,8.74,,230.2,230.0,230.0,220.0,215.1,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:22:04",3676353,0.59,0.00,37.00,5.00,1.58,1.58,52.8,41.6,55.7,0.0,0.0,3.5,35.42,,29.07,,,,,,,,,,,,2.44,5.12,5.16,11.723,35.02,36.70,0.00,0.00,,,8.73,,230.3,230.0,230.1,220.1,215.1,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:22:13",3676354,0.59,0.00,37.00,5.00,1.56,1.56,52.7,41.6,55.5,0.0,0.0,3.5,35.44,,29.10,,,,,,,,,,,,2.43,5.14,5.13,11.718,35.02,36.76,0.00,0.00,,,8.73,,230.1,229.9,230.0,220.0,215.1,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:22:22",3676355,0.59,0.00,37.00,5.00,1.59,1.59,52.9,41.6,55.9,0.0,0.0,3.5,35.41,,29.16,,,,,,,,,,,,2.42,5.11,5.12,11.683,35.02,36.71,0.00,0.00,,,8.73,,230.1,229.9,230.0,220.1,215.0,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:22:31",3676356,0.59,0.00,37.00,5.00,1.57,1.57,52.7,41.6,55.4,0.0,0.0,3.3,35.43,,29.14,,,,,,,,,,,,2.42,5.13,5.12,11.719,35.01,36.75,0.00,0.00,,,8.74,,229.9,230.0,230.0,220.1,215.1,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:22:39",3676357,0.59,0.00,37.00,5.00,1.59,1.59,52.8,41.6,55.6,0.0,0.0,3.4,35.41,,29.23,,,,,,,,,,,,2.44,5.11,5.17,11.690,35.02,36.70,0.00,0.00,,,8.74,,229.9,229.9,229.9,220.0,215.0,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/12","13:22:48",3676358,0.59,0.00,37.00,5.00,1.60,1.60,52.8,41.6,55.6,0.0,0.0,3.4,35.40,,29.21,,,,,,,,,,,,2.41,5.14,5.10,11.701,35.02,36.76,0.00,0.00,,,8.73,,230.1,229.9,229.9,220.0,215.1,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
