発生日,発生時刻,ショット数,射出充填時間[s],指定位置通過時間[s],射出開始位置[mm],V-P切換位置[mm],射出最前進位置[mm],射出終了位置[mm],V-P切換圧[MPa],射出最前進圧[MPa],射出ピーク圧[MPa],指定位置通過圧[MPa],区間平均射出圧[MPa],射出開始圧[MPa],射出ストローク[mm],,所定圧通過位置[mm],,,,,,,,,,,,可塑化時間[s],計量開始位置[mm],計量回転数,計量平均トルク[%],計量減速開始位置[mm],回転停止位置[mm],プレパック距離[mm],プレパック角度[°],,,サイクル時間[s],,ノズル[C],前部[C],中部[C],後部１[C],後部２[C],落下口[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ロットナンバー,ケース出来高,良否コード
"2022/12/12","09:20:55",3675047,0.59,0.00,37.00,5.00,1.58,1.58,49.7,41.7,52.3,0.0,0.0,2.7,35.42,,23.21,,,,,,,,,,,,2.48,5.15,5.28,11.332,35.01,36.71,0.00,0.00,,,8.80,,230.0,229.9,231.5,221.8,216.5,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:21:04",3675048,0.59,0.00,37.00,5.00,1.60,1.60,49.7,41.6,52.4,0.0,0.0,2.8,35.40,,23.26,,,,,,,,,,,,2.48,5.19,5.26,11.450,35.02,36.73,0.00,0.00,,,8.78,,230.2,229.9,231.3,221.8,216.4,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:21:13",3675049,0.59,0.00,37.00,5.00,1.65,1.65,50.0,41.7,52.7,0.0,0.0,2.9,35.35,,23.70,,,,,,,,,,,,2.46,5.22,5.21,11.526,35.02,36.74,0.00,0.00,,,8.76,,229.8,229.9,231.3,221.7,216.3,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:21:21",3675050,0.59,0.00,37.00,5.00,1.66,1.66,50.2,41.7,52.9,0.0,0.0,2.9,35.34,,24.10,,,,,,,,,,,,2.44,5.27,5.17,11.602,35.01,36.74,0.00,0.00,,,8.76,,230.0,230.0,231.2,221.6,216.2,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:21:30",3675051,0.59,0.00,37.00,5.00,1.64,1.64,50.2,41.7,52.9,0.0,0.0,3.0,35.36,,24.47,,,,,,,,,,,,2.42,5.27,5.12,11.724,35.02,36.74,0.00,0.00,,,8.76,,230.1,230.0,231.1,221.6,216.2,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:21:39",3675052,0.59,0.00,37.00,5.00,1.68,1.68,50.2,41.6,52.9,0.0,0.0,3.1,35.32,,24.34,,,,,,,,,,,,2.43,5.35,5.14,11.869,35.01,36.76,0.00,0.00,,,8.76,,230.0,230.1,230.9,221.3,216.1,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:21:48",3675053,0.59,0.00,37.00,5.00,1.70,1.70,50.2,41.6,52.9,0.0,0.0,3.1,35.30,,24.34,,,,,,,,,,,,2.41,5.28,5.10,11.828,35.02,36.73,0.00,0.00,,,8.76,,229.8,230.1,230.8,221.2,215.9,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:21:56",3675054,0.59,0.00,37.00,5.00,1.74,1.74,50.5,41.7,53.3,0.0,0.0,3.1,35.26,,24.56,,,,,,,,,,,,2.41,5.29,5.10,11.869,35.01,36.77,0.00,0.00,,,8.76,,229.9,230.1,230.7,221.1,215.8,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:22:05",3675055,0.59,0.00,37.00,5.00,1.79,1.79,51.1,41.7,53.8,0.0,0.0,3.1,35.21,,25.38,,,,,,,,,,,,2.41,5.32,5.09,11.858,35.02,36.71,0.00,0.00,,,8.76,,229.9,230.1,230.6,220.9,215.6,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:22:14",3675056,0.59,0.00,37.00,5.00,1.80,1.80,51.0,41.7,53.7,0.0,0.0,3.1,35.20,,25.90,,,,,,,,,,,,2.42,5.38,5.12,11.959,35.01,36.74,0.00,0.00,,,8.76,,229.8,230.1,230.3,220.8,215.4,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:22:23",3675057,0.59,0.00,37.00,5.00,1.84,1.84,51.4,41.6,54.2,0.0,0.0,3.1,35.16,,26.47,,,,,,,,,,,,2.41,5.38,5.09,11.932,35.01,36.73,0.00,0.00,,,8.76,,229.9,230.1,230.2,220.6,215.3,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:22:31",3675058,0.59,0.00,37.00,5.00,1.88,1.88,51.6,41.6,54.4,0.0,0.0,3.1,35.12,,26.86,,,,,,,,,,,,2.39,5.41,5.04,11.937,35.02,36.75,0.00,0.00,,,8.75,,230.1,230.1,230.2,220.5,215.2,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:22:40",3675059,0.59,0.00,37.00,5.00,1.84,1.84,51.6,41.7,54.4,0.0,0.0,3.1,35.16,,26.67,,,,,,,,,,,,2.40,5.46,5.06,11.955,35.02,36.76,0.00,0.00,,,8.76,,230.2,230.2,230.0,220.3,215.1,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:22:49",3675060,0.59,0.00,37.00,5.00,1.85,1.85,51.6,41.7,54.4,0.0,0.0,3.1,35.15,,26.99,,,,,,,,,,,,2.40,5.41,5.07,11.966,35.02,36.70,0.00,0.00,,,8.76,,230.1,230.1,229.9,220.2,214.9,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:22:58",3675061,0.59,0.00,37.00,5.00,1.87,1.87,51.6,41.7,54.5,0.0,0.0,3.2,35.13,,27.13,,,,,,,,,,,,2.40,5.43,5.06,12.005,35.01,36.76,0.00,0.00,,,8.76,,230.2,230.1,229.9,220.1,214.9,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:23:06",3675062,0.59,0.00,37.00,5.00,1.87,1.87,51.8,41.6,54.5,0.0,0.0,3.1,35.13,,27.05,,,,,,,,,,,,2.38,5.44,5.03,11.983,35.01,36.74,0.00,0.00,,,8.75,,230.2,230.1,229.8,220.0,214.8,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:23:15",3675063,0.59,0.00,37.00,5.00,1.87,1.87,51.6,41.7,54.3,0.0,0.0,3.1,35.13,,27.22,,,,,,,,,,,,2.40,5.45,5.08,11.976,35.01,36.75,0.00,0.00,,,8.75,,230.1,230.0,229.8,219.8,214.7,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:23:24",3675064,0.59,0.00,37.00,5.00,1.83,1.83,51.7,41.7,54.5,0.0,0.0,3.0,35.17,,26.91,,,,,,,,,,,,2.40,5.44,5.06,11.970,35.01,36.69,0.00,0.00,,,8.75,,230.0,230.0,229.8,219.8,214.6,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:23:33",3675065,0.59,0.00,37.00,5.00,1.91,1.91,51.8,41.7,54.6,0.0,0.0,3.2,35.09,,27.70,,,,,,,,,,,,2.41,5.39,5.08,12.015,35.01,36.78,0.00,0.00,,,8.76,,230.0,230.0,229.7,219.7,214.5,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:29:06",3675066,0.59,0.00,37.12,5.00,0.50,0.50,48.7,41.8,52.0,0.0,0.0,0.1,36.62,,20.98,,,,,,,,,,,,,,,,,,,,,,,,229.8,229.9,230.5,221.0,215.9,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:29:15",3675067,0.59,0.00,37.00,5.00,1.00,1.00,48.7,41.6,51.5,0.0,0.0,2.3,36.00,,21.88,,,,,,,,,,,,2.72,3.89,5.87,9.140,35.02,36.64,0.00,0.00,,,11.51,,230.1,229.9,230.4,220.9,215.7,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:29:24",3675068,0.59,0.00,37.00,5.00,0.95,0.95,48.2,41.6,50.9,0.0,0.0,2.2,36.05,,21.35,,,,,,,,,,,,2.55,4.63,5.46,9.715,35.02,36.68,0.00,0.00,,,8.87,,230.1,230.0,230.4,220.8,215.6,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:29:33",3675069,0.59,0.00,37.00,5.00,0.91,0.91,48.0,41.6,50.6,0.0,0.0,2.3,36.09,,21.15,,,,,,,,,,,,2.54,4.59,5.43,9.986,35.01,36.71,0.00,0.00,,,8.86,,230.0,230.1,230.3,220.8,215.4,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:29:42",3675070,0.59,0.00,37.00,5.00,0.89,0.89,48.0,41.6,50.6,0.0,0.0,2.5,36.11,,21.12,,,,,,,,,,,,2.52,4.55,5.37,10.339,35.02,36.73,0.00,0.00,,,8.82,,230.2,230.2,230.3,220.7,215.2,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:29:50",3675071,0.59,0.00,37.00,5.00,0.95,0.95,48.2,41.6,50.8,0.0,0.0,2.6,36.05,,21.45,,,,,,,,,,,,2.48,4.51,5.27,10.643,35.01,36.77,0.00,0.00,,,8.78,,229.9,230.3,230.3,220.7,215.1,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:29:59",3675072,0.59,0.00,37.00,5.00,1.00,1.00,48.4,41.5,51.1,0.0,0.0,2.8,36.00,,21.82,,,,,,,,,,,,2.44,4.68,5.18,10.915,35.02,36.81,0.00,0.00,,,8.76,,229.8,230.3,230.2,220.6,214.8,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:30:08",3675073,0.59,0.00,37.00,5.00,1.02,1.02,48.7,41.6,51.3,0.0,0.0,2.9,35.98,,22.13,,,,,,,,,,,,2.40,4.62,5.06,11.168,35.02,36.84,0.00,0.00,,,8.76,,229.9,230.4,230.1,220.3,214.4,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:30:17",3675074,0.59,0.00,37.00,5.00,1.06,1.06,48.8,41.5,51.5,0.0,0.0,3.0,35.94,,22.47,,,,,,,,,,,,2.37,4.64,5.00,11.311,35.02,36.85,0.00,0.00,,,8.76,,230.1,230.6,229.9,220.1,214.2,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:30:25",3675075,0.59,0.00,37.00,5.00,1.08,1.08,49.0,41.5,51.7,0.0,0.0,3.2,35.92,,22.80,,,,,,,,,,,,2.36,4.68,4.96,11.456,35.02,36.86,0.00,0.00,,,8.75,,230.0,230.7,229.8,219.9,213.9,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:30:34",3675076,0.59,0.00,37.00,5.00,1.13,1.13,49.1,41.6,51.8,0.0,0.0,3.2,35.87,,22.99,,,,,,,,,,,,2.35,4.69,4.94,11.566,35.01,36.84,0.00,0.00,,,8.75,,230.1,230.7,229.6,219.6,213.7,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:30:43",3675077,0.59,0.00,37.00,5.00,1.18,1.18,49.4,41.5,52.1,0.0,0.0,3.2,35.82,,23.25,,,,,,,,,,,,2.36,4.74,4.96,11.685,35.02,36.82,0.00,0.00,,,8.75,,230.2,230.7,229.4,219.4,213.6,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:30:52",3675078,0.59,0.00,37.00,5.00,1.23,1.23,49.7,41.6,52.4,0.0,0.0,3.2,35.77,,23.59,,,,,,,,,,,,2.34,4.78,4.92,11.704,35.01,36.83,0.00,0.00,,,8.76,,230.1,230.7,229.2,219.1,213.3,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:31:00",3675079,0.59,0.00,37.00,5.00,1.31,1.31,50.5,41.6,53.2,0.0,0.0,3.2,35.69,,24.43,,,,,,,,,,,,2.35,4.81,4.94,11.726,35.02,36.83,0.00,0.00,,,8.76,,229.8,230.8,228.9,218.9,213.0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:31:00",3675079,0.59,0.00,37.00,5.00,1.31,1.31,50.5,41.6,53.2,0.0,0.0,3.2,35.69,,24.43,,,,,,,,,,,,2.35,4.81,4.94,11.726,35.02,36.83,0.00,0.00,,,8.76,,229.8,230.8,228.9,218.9,213.0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:31:09",3675080,0.59,0.00,37.00,5.00,1.39,1.39,50.8,41.6,53.5,0.0,0.0,3.2,35.61,,25.93,,,,,,,,,,,,2.35,4.89,4.95,11.789,35.02,36.81,0.00,0.00,,,8.75,,229.8,230.8,228.8,218.8,213.0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:31:18",3675081,0.59,0.00,37.00,5.00,1.35,1.35,50.8,41.6,53.6,0.0,0.0,3.3,35.65,,25.94,,,,,,,,,,,,2.35,5.06,4.95,11.797,35.02,36.82,0.00,0.00,,,8.75,,230.1,230.7,228.6,218.6,212.9,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:31:27",3675082,0.59,0.00,37.00,5.00,1.40,1.40,51.2,41.6,54.0,0.0,0.0,3.3,35.60,,26.09,,,,,,,,,,,,2.36,4.93,4.95,11.874,35.01,36.82,0.00,0.00,,,8.76,,230.2,230.7,228.5,218.4,212.8,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:31:35",3675083,0.59,0.00,37.00,5.00,1.40,1.40,51.1,41.6,53.9,0.0,0.0,3.3,35.60,,25.98,,,,,,,,,,,,2.35,5.07,4.95,11.862,35.01,36.82,0.00,0.00,,,8.75,,229.9,230.7,228.3,218.3,212.6,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:31:44",3675084,0.59,0.00,37.00,5.00,1.41,1.41,51.2,41.6,53.9,0.0,0.0,3.3,35.59,,26.65,,,,,,,,,,,,2.35,4.96,4.95,11.862,35.01,36.82,0.00,0.00,,,8.75,,230.1,230.7,228.3,218.2,212.6,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:31:53",3675085,0.59,0.00,37.00,5.00,1.45,1.45,51.3,41.6,54.1,0.0,0.0,3.3,35.55,,26.92,,,,,,,,,,,,2.36,4.97,4.97,11.955,35.01,36.77,0.00,0.00,,,8.75,,230.1,230.6,228.3,218.1,212.6,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:32:02",3675086,0.59,0.00,37.00,5.00,1.46,1.46,51.5,41.6,54.3,0.0,0.0,3.3,35.54,,26.94,,,,,,,,,,,,2.36,5.00,4.96,11.867,35.01,36.83,0.00,0.00,,,8.76,,230.2,230.6,228.2,218.1,212.6,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:32:10",3675087,0.59,0.00,37.00,5.00,1.42,1.42,51.4,41.6,54.2,0.0,0.0,3.3,35.58,,27.09,,,,,,,,,,,,2.36,5.02,4.98,11.855,35.02,36.77,0.00,0.00,,,8.75,,230.0,230.6,228.3,218.0,212.6,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:32:19",3675088,0.59,0.00,37.00,5.00,1.48,1.48,51.5,41.6,54.4,0.0,0.0,3.3,35.52,,27.11,,,,,,,,,,,,2.38,4.98,5.02,11.929,35.02,36.80,0.00,0.00,,,8.75,,230.0,230.4,228.3,217.9,212.6,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:32:28",3675089,0.59,0.00,37.00,5.00,1.51,1.51,51.9,41.6,54.8,0.0,0.0,3.3,35.49,,27.78,,,,,,,,,,,,2.38,5.03,5.01,11.934,35.01,36.80,0.00,0.00,,,8.76,,229.7,230.4,228.3,218.0,212.7,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:32:37",3675090,0.59,0.00,37.00,5.00,1.50,1.50,51.8,41.6,54.6,0.0,0.0,3.3,35.50,,27.60,,,,,,,,,,,,2.38,5.07,5.03,12.013,35.01,36.79,0.00,0.00,,,8.75,,229.8,230.4,228.3,218.0,212.8,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:32:46",3675091,0.59,0.00,37.00,5.00,1.47,1.47,51.6,41.6,54.4,0.0,0.0,3.3,35.53,,27.38,,,,,,,,,,,,2.38,5.05,5.01,11.977,35.03,36.76,0.00,0.00,,,8.75,,229.9,230.3,228.3,217.9,212.8,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:32:54",3675092,0.59,0.00,37.00,5.00,1.53,1.53,52.0,41.6,54.8,0.0,0.0,3.3,35.47,,27.58,,,,,,,,,,,,2.38,5.02,5.01,11.965,35.01,36.81,0.00,0.00,,,8.75,,229.9,230.2,228.3,217.9,213.0,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:33:03",3675093,0.59,0.00,37.00,5.00,1.48,1.48,51.8,41.6,54.5,0.0,0.0,3.3,35.52,,27.46,,,,,,,,,,,,2.38,5.09,5.03,11.951,35.02,36.74,0.00,0.00,,,8.76,,230.0,230.2,228.4,217.9,213.1,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:33:12",3675094,0.59,0.00,37.00,5.00,1.50,1.50,51.6,41.6,54.4,0.0,0.0,3.3,35.50,,27.56,,,,,,,,,,,,2.39,5.04,5.05,12.023,35.02,36.80,0.00,0.00,,,8.75,,230.1,230.2,228.4,218.1,213.3,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
"2022/12/12","09:33:21",3675095,0.59,0.00,37.00,5.00,1.48,1.48,51.8,41.6,54.7,0.0,0.0,3.2,35.52,,27.57,,,,,,,,,,,,2.39,5.05,5.04,11.961,35.01,36.76,0.00,0.00,,,8.76,,230.1,230.1,228.5,218.1,213.3,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1
