発生日,発生時刻,ショット数,射出充填時間[s],指定位置通過時間[s],射出開始位置[mm],V-P切換位置[mm],射出最前進位置[mm],射出終了位置[mm],V-P切換圧[MPa],射出最前進圧[MPa],射出ピーク圧[MPa],指定位置通過圧[MPa],区間平均射出圧[MPa],射出開始圧[MPa],射出ストローク[mm],,所定圧通過位置[mm],,,,,,,,,,,,可塑化時間[s],計量開始位置[mm],計量回転数,計量平均トルク[%],計量減速開始位置[mm],回転停止位置[mm],プレパック距離[mm],プレパック角度[°],,,サイクル時間[s],,ノズル[C],前部[C],中部[C],後部１[C],後部２[C],落下口[C],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ロットナンバー,ケース出来高,良否コード
"2022/12/14","13:17:24",3683860,0.59,0.00,37.00,5.00,1.64,1.64,52.6,41.6,55.5,0.0,0.0,3.3,35.36,,28.39,,,,,,,,,,,,2.44,5.15,5.16,11.779,35.01,36.74,0.00,0.00,,,8.74,,230.1,230.0,230.1,219.9,215.1,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:17:33",3683861,0.59,0.00,37.00,5.00,1.64,1.64,52.6,41.6,55.5,0.0,0.0,3.3,35.36,,28.34,,,,,,,,,,,,2.43,5.19,5.13,11.740,35.01,36.69,0.00,0.00,,,8.74,,230.1,230.0,230.1,219.9,215.1,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:17:42",3683862,0.59,0.00,37.00,5.00,1.66,1.66,52.7,41.6,55.5,0.0,0.0,3.4,35.34,,28.79,,,,,,,,,,,,2.42,5.19,5.12,11.783,35.02,36.75,0.00,0.00,,,8.74,,230.1,230.0,230.1,220.0,215.1,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:17:51",3683863,0.59,0.00,37.00,5.00,1.63,1.63,52.5,41.6,55.4,0.0,0.0,3.4,35.37,,28.35,,,,,,,,,,,,2.41,5.21,5.10,11.794,35.02,36.72,0.00,0.00,,,8.74,,229.9,230.0,230.1,219.9,214.9,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:17:59",3683864,0.59,0.00,37.00,5.00,1.68,1.68,52.7,41.6,55.6,0.0,0.0,3.4,35.32,,28.83,,,,,,,,,,,,2.42,5.17,5.12,11.806,35.01,36.76,0.00,0.00,,,8.75,,229.9,230.0,230.1,219.9,214.9,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:18:08",3683865,0.59,0.00,37.00,5.00,1.61,1.61,52.5,41.6,55.4,0.0,0.0,3.4,35.39,,28.19,,,,,,,,,,,,2.42,5.23,5.12,11.829,35.02,36.70,0.00,0.00,,,8.74,,230.0,229.9,229.9,219.9,214.9,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:18:17",3683866,0.59,0.00,37.00,5.00,1.65,1.65,52.6,41.6,55.4,0.0,0.0,3.5,35.35,,28.55,,,,,,,,,,,,2.43,5.17,5.15,11.826,35.01,36.76,0.00,0.00,,,8.74,,230.1,229.9,229.9,219.9,214.9,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:18:25",3683867,0.59,0.00,37.00,5.00,1.59,1.59,52.3,41.6,55.2,0.0,0.0,3.4,35.41,,28.20,,,,,,,,,,,,2.42,5.21,5.12,11.810,35.01,36.70,0.00,0.00,,,8.74,,230.1,229.9,230.0,220.0,214.9,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:18:34",3683868,0.59,0.00,37.00,5.00,1.66,1.66,52.6,41.6,55.5,0.0,0.0,3.4,35.34,,28.45,,,,,,,,,,,,2.42,5.14,5.12,11.802,35.00,36.75,0.00,0.00,,,8.74,,230.1,229.9,229.9,220.0,215.0,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:18:43",3683869,0.59,0.00,37.00,5.00,1.65,1.65,52.7,41.6,55.6,0.0,0.0,3.3,35.35,,28.62,,,,,,,,,,,,2.43,5.21,5.15,11.778,35.01,36.70,0.00,0.00,,,8.74,,229.8,230.0,230.1,220.0,215.0,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:18:52",3683870,0.59,0.00,37.00,5.00,1.65,1.65,52.6,41.6,55.5,0.0,0.0,3.4,35.35,,28.65,,,,,,,,,,,,2.43,5.20,5.13,11.811,35.00,36.75,0.00,0.00,,,8.74,,230.1,230.0,230.1,220.1,215.0,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:19:00",3683871,0.59,0.00,37.00,5.00,1.62,1.62,52.4,41.6,55.3,0.0,0.0,3.4,35.38,,28.58,,,,,,,,,,,,2.42,5.20,5.13,11.778,35.01,36.70,0.00,0.00,,,8.74,,230.1,230.0,230.0,220.1,215.0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:19:09",3683872,0.59,0.00,37.00,5.00,1.64,1.64,52.5,41.6,55.4,0.0,0.0,3.4,35.36,,28.35,,,,,,,,,,,,2.42,5.16,5.11,11.773,35.02,36.75,0.00,0.00,,,8.74,,229.9,230.0,230.0,220.1,214.9,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:19:18",3683873,0.59,0.00,37.00,5.00,1.66,1.66,52.6,41.6,55.5,0.0,0.0,3.4,35.34,,28.64,,,,,,,,,,,,2.43,5.20,5.15,11.764,35.03,36.72,0.00,0.00,,,8.74,,230.1,230.0,229.9,220.1,214.9,39.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:19:27",3683874,0.59,0.00,37.00,5.00,1.61,1.61,52.5,41.6,55.4,0.0,0.0,3.3,35.39,,28.22,,,,,,,,,,,,2.42,5.22,5.11,11.826,35.02,36.72,0.00,0.00,,,8.73,,229.8,230.1,229.9,220.1,214.9,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:19:35",3683875,0.59,0.00,37.00,5.00,1.63,1.63,52.4,41.6,55.3,0.0,0.0,3.4,35.37,,28.53,,,,,,,,,,,,2.43,5.17,5.15,11.845,35.01,36.75,0.00,0.00,,,8.74,,229.8,230.1,230.0,220.1,215.1,40.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:19:44",3683876,0.59,0.00,37.00,5.00,1.61,1.61,52.5,41.6,55.4,0.0,0.0,3.3,35.39,,28.16,,,,,,,,,,,,2.43,5.18,5.14,11.825,35.01,36.70,0.00,0.00,,,8.74,,230.2,230.1,230.0,220.1,215.1,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:19:53",3683877,0.59,0.00,37.00,5.00,1.66,1.66,52.5,41.6,55.4,0.0,0.0,3.4,35.34,,28.65,,,,,,,,,,,,2.42,5.17,5.12,11.844,35.02,36.77,0.00,0.00,,,8.74,,230.1,230.1,229.9,220.0,215.1,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:20:02",3683878,0.59,0.00,37.00,5.00,1.62,1.62,52.5,41.6,55.5,0.0,0.0,3.3,35.38,,28.32,,,,,,,,,,,,2.42,5.30,5.12,11.849,35.02,36.70,0.00,0.00,,,8.74,,230.1,230.0,229.9,220.0,214.9,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:20:10",3683879,0.59,0.00,37.00,5.00,1.68,1.68,52.6,41.6,55.4,0.0,0.0,3.6,35.32,,28.75,,,,,,,,,,,,2.42,5.17,5.13,11.854,35.01,36.76,0.00,0.00,,,8.74,,229.9,230.1,229.9,220.0,215.0,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:20:19",3683880,0.59,0.00,37.00,5.00,1.60,1.60,52.3,41.6,55.3,0.0,0.0,3.5,35.40,,28.22,,,,,,,,,,,,2.41,5.23,5.10,11.801,35.02,36.73,0.00,0.00,,,8.75,,229.7,230.1,230.0,220.1,215.0,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:20:28",3683881,0.59,0.00,37.00,5.00,1.67,1.67,52.7,41.6,55.5,0.0,0.0,3.5,35.33,,28.65,,,,,,,,,,,,2.42,5.15,5.11,11.855,35.01,36.76,0.00,0.00,,,8.74,,229.8,230.0,229.9,220.1,215.0,38.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:20:37",3683882,0.59,0.00,37.00,5.00,1.61,1.61,52.4,41.6,55.4,0.0,0.0,3.4,35.39,,28.18,,,,,,,,,,,,2.42,5.23,5.12,11.766,35.02,36.70,0.00,0.00,,,8.74,,229.9,230.1,229.9,220.1,215.0,38.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:20:45",3683883,0.59,0.00,37.00,5.00,1.68,1.68,52.7,41.7,55.5,0.0,0.0,3.5,35.32,,28.95,,,,,,,,,,,,2.43,5.17,5.15,11.832,35.02,36.76,0.00,0.00,,,8.74,,230.1,230.1,229.9,220.0,215.0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:20:54",3683884,0.59,0.00,37.00,5.00,1.60,1.60,52.3,41.6,55.2,0.0,0.0,3.3,35.40,,28.13,,,,,,,,,,,,2.42,5.24,5.11,11.754,35.01,36.68,0.00,0.00,,,8.75,,230.1,230.0,229.9,220.0,215.0,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:21:03",3683885,0.59,0.00,37.00,5.00,1.65,1.65,52.7,41.6,55.5,0.0,0.0,3.4,35.35,,28.74,,,,,,,,,,,,2.43,5.14,5.15,11.836,35.01,36.73,0.00,0.00,,,8.74,,229.9,230.0,229.9,220.0,215.1,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:21:12",3683886,0.59,0.00,37.00,5.00,1.62,1.62,52.6,41.6,55.5,0.0,0.0,3.3,35.38,,28.41,,,,,,,,,,,,2.42,5.20,5.12,11.797,35.02,36.71,0.00,0.00,,,8.74,,230.0,230.1,229.9,220.0,215.0,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:21:20",3683887,0.59,0.00,37.00,5.00,1.68,1.68,52.7,41.6,55.5,0.0,0.0,3.4,35.32,,29.21,,,,,,,,,,,,2.42,5.16,5.11,11.806,35.02,36.76,0.00,0.00,,,8.74,,230.1,230.0,229.9,219.9,214.9,39.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:21:29",3683888,0.59,0.00,37.00,5.00,1.59,1.59,52.4,41.6,55.2,0.0,0.0,3.3,35.41,,28.46,,,,,,,,,,,,2.42,5.24,5.11,11.820,35.01,36.70,0.00,0.00,,,8.74,,230.0,230.1,230.0,220.0,215.0,39.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:21:38",3683889,0.59,0.00,37.00,5.00,1.65,1.65,52.6,41.7,55.4,0.0,0.0,3.5,35.35,,28.86,,,,,,,,,,,,2.43,5.15,5.13,11.852,35.01,36.76,0.00,0.00,,,8.74,,229.9,230.0,229.9,220.0,215.1,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
"2022/12/14","13:21:47",3683890,0.59,0.00,37.00,5.00,1.60,1.60,52.3,41.6,55.3,0.0,0.0,3.3,35.40,,28.68,,,,,,,,,,,,2.43,5.21,5.14,11.785,35.02,36.70,0.00,0.00,,,8.74,,230.1,230.0,229.9,220.0,215.0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0
